tournament_id,tournament_name,year,match_id,match_date,group_name,home_team_name,away_team_name,home_team_score,away_team_score,goal_diff,home_elo,away_elo,elo_gap,scoreline_component,elo_weight,cis
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-22,2018-06-21,Group C,France,Peru,1,0,1,2026.32,2003.52,22.8,0.25,0.9645,0.7233
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-23,2018-06-21,Group D,Argentina,Croatia,0,3,3,2045.49,1901.58,143.91,0.75,0.7757,0.1939
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-24,2018-06-22,Group E,Brazil,Costa Rica,2,0,2,2188.61,1854.39,334.22,0.5,0.5,0.25
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-25,2018-06-22,Group D,Nigeria,Iceland,2,0,2,1733.14,1821.34,88.2,0.5,0.8625,0.4313
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-26,2018-06-22,Group E,Serbia,Switzerland,1,2,1,1809.33,1931.59,122.26,0.25,0.8095,0.6071
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-27,2018-06-23,Group G,Belgium,Tunisia,5,2,3,1984.09,1766.69,217.4,0.75,0.6612,0.1653
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-28,2018-06-23,Group F,South Korea,Mexico,1,2,1,1785.48,1925.79,140.31,0.25,0.7813,0.586
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-29,2018-06-23,Group F,Germany,Sweden,2,1,1,2123.23,1831.74,291.49,0.25,0.5457,0.4093
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-30,2018-06-24,Group G,England,Panama,6,1,5,1986.76,1770.1,216.66,1.0,0.6623,0.0
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-31,2018-06-24,Group H,Japan,Senegal,2,2,0,1786.54,1854.95,68.41,0.0,0.8934,0.8934
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-32,2018-06-24,Group H,Poland,Colombia,0,3,3,1872.85,1989.23,116.38,0.75,0.8186,0.2047
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-33,2018-06-25,Group A,Saudi Arabia,Egypt,2,1,1,1689.93,1746.9,56.97,0.25,0.9112,0.6834
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-34,2018-06-25,Group A,Uruguay,Russia,3,0,3,1938.21,1732.78,205.43,0.75,0.6798,0.17
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-35,2018-06-25,Group B,Spain,Morocco,2,2,0,2087.51,1818.45,269.06,0.0,0.5807,0.5807
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-36,2018-06-25,Group B,Iran,Portugal,1,1,0,1882.38,2021.01,138.63,0.0,0.7839,0.7839
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-37,2018-06-26,Group C,Australia,Peru,0,2,2,1830.75,2003.52,172.77,0.5,0.7307,0.3654
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-38,2018-06-26,Group C,Denmark,France,0,0,0,1878.4,2026.32,147.92,0.0,0.7695,0.7695
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-39,2018-06-26,Group D,Iceland,Croatia,1,2,1,1821.34,1901.58,80.24,0.25,0.8749,0.6562
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-40,2018-06-26,Group D,Nigeria,Argentina,1,2,1,1733.14,2045.49,312.35,0.25,0.5132,0.3849
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-41,2018-06-27,Group F,South Korea,Germany,2,0,2,1785.48,2123.23,337.75,0.5,0.5,0.25
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-42,2018-06-27,Group F,Mexico,Sweden,0,3,3,1925.79,1831.74,94.05,0.75,0.8534,0.2134
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-43,2018-06-27,Group E,Serbia,Brazil,0,2,2,1809.33,2188.61,379.28,0.5,0.5,0.25
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-44,2018-06-27,Group E,Switzerland,Costa Rica,2,2,0,1931.59,1854.39,77.2,0.0,0.8797,0.8797
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-45,2018-06-28,Group H,Japan,Poland,0,1,1,1786.54,1872.85,86.31,0.25,0.8655,0.6491
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-46,2018-06-28,Group H,Senegal,Colombia,0,1,1,1854.95,1989.23,134.28,0.25,0.7907,0.593
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-47,2018-06-28,Group G,England,Belgium,0,1,1,1986.76,1984.09,2.67,0.25,0.9958,0.7469
WC-2018,2018 FIFA Men's World Cup,2018,M-2018-48,2018-06-28,Group G,Panama,Tunisia,1,2,1,1770.1,1766.69,3.41,0.25,0.9947,0.746
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-01,2022-11-20,Group A,Qatar,Ecuador,0,2,2,1778.19,1902.41,124.22,0.5,0.8064,0.4032
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-02,2022-11-21,Group B,England,Iran,6,2,4,1973.35,1894.77,78.58,1.0,0.8775,0.0
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-03,2022-11-21,Group A,Senegal,Netherlands,0,2,2,1795.86,2085.78,289.92,0.5,0.5482,0.2741
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-04,2022-11-21,Group B,United States,Wales,1,1,0,1897.87,1832.7,65.17,0.0,0.8984,0.8984
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-05,2022-11-22,Group C,Argentina,Saudi Arabia,1,2,1,2188.3,1748.21,440.09,0.25,0.5,0.375
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-06,2022-11-22,Group D,Denmark,Tunisia,0,0,0,2016.14,1793.12,223.02,0.0,0.6524,0.6524
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-07,2022-11-22,Group C,Mexico,Poland,0,0,0,1905.17,1862.38,42.79,0.0,0.9333,0.9333
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-08,2022-11-22,Group D,France,Australia,4,1,3,2045.4,1829.41,215.99,0.75,0.6634,0.1658
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-09,2022-11-23,Group F,Morocco,Croatia,0,0,0,1857.77,1974.07,116.3,0.0,0.8187,0.8187
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-10,2022-11-23,Group E,Germany,Japan,1,2,1,2016.16,1895.26,120.9,0.25,0.8116,0.6087
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-11,2022-11-23,Group E,Spain,Costa Rica,7,0,7,2097.7,1861.63,236.07,1.0,0.6321,0.0
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-12,2022-11-23,Group F,Belgium,Canada,1,0,1,2063.09,1889.57,173.52,0.25,0.7296,0.5472
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-13,2022-11-24,Group G,Switzerland,Cameroon,1,0,1,1963.09,1716.32,246.77,0.25,0.6154,0.4616
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-14,2022-11-24,Group H,Uruguay,South Korea,0,0,0,2003.77,1886.27,117.5,0.0,0.8169,0.8169
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-15,2022-11-24,Group H,Portugal,Ghana,3,2,1,2054.53,1678.56,375.97,0.25,0.5,0.375
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-16,2022-11-24,Group G,Brazil,Serbia,2,0,2,2229.09,1948.9,280.19,0.5,0.5633,0.2817
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-17,2022-11-25,Group B,Wales,Iran,0,2,2,1832.7,1894.77,62.07,0.5,0.9033,0.4516
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-18,2022-11-25,Group A,Qatar,Senegal,1,3,2,1778.19,1795.86,17.67,0.5,0.9725,0.4862
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-19,2022-11-25,Group A,Netherlands,Ecuador,1,1,0,2085.78,1902.41,183.37,0.0,0.7142,0.7142
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-20,2022-11-25,Group B,England,United States,0,0,0,1973.35,1897.87,75.48,0.0,0.8824,0.8824
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-21,2022-11-26,Group D,Tunisia,Australia,0,1,1,1793.12,1829.41,36.29,0.25,0.9434,0.7076
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-22,2022-11-26,Group C,Poland,Saudi Arabia,2,0,2,1862.38,1748.21,114.17,0.5,0.8221,0.411
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-23,2022-11-26,Group D,France,Denmark,2,1,1,2045.4,2016.14,29.26,0.25,0.9544,0.7158
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-24,2022-11-26,Group C,Argentina,Mexico,2,0,2,2188.3,1905.17,283.13,0.5,0.5587,0.2794
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-25,2022-11-27,Group E,Japan,Costa Rica,0,1,1,1895.26,1861.63,33.63,0.25,0.9476,0.7107
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-26,2022-11-27,Group F,Belgium,Morocco,0,2,2,2063.09,1857.77,205.32,0.5,0.68,0.34
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-27,2022-11-27,Group F,Croatia,Canada,4,1,3,1974.07,1889.57,84.5,0.75,0.8683,0.2171
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-28,2022-11-27,Group E,Spain,Germany,1,1,0,2097.7,2016.16,81.54,0.0,0.8729,0.8729
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-29,2022-11-28,Group G,Cameroon,Serbia,3,3,0,1716.32,1948.9,232.58,0.0,0.6375,0.6375
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-30,2022-11-28,Group H,South Korea,Ghana,2,3,1,1886.27,1678.56,207.71,0.25,0.6763,0.5072
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-31,2022-11-28,Group G,Brazil,Switzerland,1,0,1,2229.09,1963.09,266.0,0.25,0.5854,0.4391
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-32,2022-11-28,Group H,Portugal,Uruguay,2,0,2,2054.53,2003.77,50.76,0.5,0.9209,0.4604
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-33,2022-11-29,Group A,Ecuador,Senegal,1,2,1,1902.41,1795.86,106.55,0.25,0.8339,0.6255
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-34,2022-11-29,Group A,Netherlands,Qatar,2,0,2,2085.78,1778.19,307.59,0.5,0.5206,0.2603
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-35,2022-11-29,Group B,Iran,United States,0,1,1,1894.77,1897.87,3.1,0.25,0.9952,0.7464
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-36,2022-11-29,Group B,Wales,England,0,3,3,1832.7,1973.35,140.65,0.75,0.7808,0.1952
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-37,2022-11-30,Group D,Australia,Denmark,1,0,1,1829.41,2016.14,186.73,0.25,0.709,0.5317
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-38,2022-11-30,Group D,Tunisia,France,1,0,1,1793.12,2045.4,252.28,0.25,0.6068,0.4551
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-39,2022-11-30,Group C,Poland,Argentina,0,2,2,1862.38,2188.3,325.92,0.5,0.5,0.25
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-40,2022-11-30,Group C,Saudi Arabia,Mexico,1,2,1,1748.21,1905.17,156.96,0.25,0.7554,0.5665
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-41,2022-12-01,Group F,Canada,Morocco,1,2,1,1889.57,1857.77,31.8,0.25,0.9504,0.7128
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-42,2022-12-01,Group F,Croatia,Belgium,0,0,0,1974.07,2063.09,89.02,0.0,0.8613,0.8613
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-43,2022-12-01,Group E,Costa Rica,Germany,2,4,2,1861.63,2016.16,154.53,0.5,0.7592,0.3796
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-44,2022-12-01,Group E,Japan,Spain,2,1,1,1895.26,2097.7,202.44,0.25,0.6845,0.5134
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-45,2022-12-02,Group H,Ghana,Uruguay,0,2,2,1678.56,2003.77,325.21,0.5,0.5,0.25
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-46,2022-12-02,Group H,South Korea,Portugal,2,1,1,1886.27,2054.53,168.26,0.25,0.7378,0.5533
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-47,2022-12-02,Group G,Cameroon,Brazil,1,0,1,1716.32,2229.09,512.77,0.25,0.5,0.375
WC-2022,2022 FIFA Men's World Cup,2022,M-2022-48,2022-12-02,Group G,Serbia,Switzerland,2,3,1,1948.9,1963.09,14.19,0.25,0.9779,0.7334
